Id,Label,timeset,lat,lng,kind of node,weight,modularity_class,indegree,outdegree,Degree,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,pr_rank,pr_rank_min-max-normalized,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
https://www.instagram.com/_magdis/,_magdis,,49.609913,0.409008,a,1,4,2,15,17,2,0.000925,0.471541,0.1119,51.525515,0.008204,6,0.297521,0.320378,54.877222
https://www.instagram.com/black_friction_/,black_friction_,,,,a,1,2,11,16,27,11,0.00509,0.471541,0.142836,51.513609,0.008202,5,0.347994,0.367747,1810.285285
https://www.instagram.com/fpoire/,fpoire,,,,a,1,4,2,42,44,2,0.000925,0.471541,0.1064,0,0,6,0.281507,0.309498,52.47154
https://www.instagram.com/frau_victor/,frau_victor,,51.525515,7.357914,a,1,4,6,72,78,6,0.002776,0.471541,0.14195,152.636736,0.024302,5,0.369294,0.399059,14775.504345
https://www.instagram.com/rokusfocus/,rokusfocus,,,,a,1,4,20,259,279,20,0.009255,0.471541,0.137286,148.751479,0.023684,5,0.382436,0.443719,109281.156732
https://www.instagram.com/black_plastic_records/,black_plastic_records,,51.513609,7.451419,a,1,0,76,356,432,76,0.035169,0.471541,0.161621,1135.837211,0.180844,5,0.414349,0.48865,291988.795949
https://www.instagram.com/12inchdav/,12inchdav,,,,a,1,6,3,6,9,3,0.001388,0.471541,0.136506,103.023602,0.016403,6,0.305171,0.320779,251.337443
https://www.instagram.com/adhocraum/,adhocraum,,51.478345,7.212198,a,1,6,31,101,132,31,0.014345,0.471541,0.149549,923.479166,0.147033,5,0.381087,0.415216,6947.630076
https://www.instagram.com/atelierautomatique/,atelierautomatique,,51.479454,7.212185,a,1,6,43,42,85,43,0.019898,0.471541,0.158476,1493.197195,0.237742,5,0.349854,0.372986,1999.842116
https://www.instagram.com/beyondrichard/,beyondrichard,,,,a,1,2,13,44,57,13,0.006016,0.471541,0.156413,257.590187,0.041013,5,0.40457,0.430185,6264.218595
https://www.instagram.com/black_plastic_in_concert/,black_plastic_in_concert,,,,a,1,0,5,19,24,5,0.002314,0.471541,0.122922,51.513609,0.008202,6,0.309323,0.334645,249.472249
https://www.instagram.com/fumieenoki/,fumieenoki,,,,a,1,6,4,37,41,4,0.001851,0.471541,0.135238,205.942377,0.03279,5,0.372285,0.39909,310.22828
https://www.instagram.com/grauistkeinefarbe/,grauistkeinefarbe,,,,a,1,2,16,64,80,16,0.007404,0.471541,0.141824,206.105641,0.032816,4,0.397132,0.426235,9017.750014
https://www.instagram.com/gruene_ruhr/,gruene_ruhr,,51.427293,6.882919,a,1,2,6,21,27,6,0.002776,0.471541,0.12851,154.552349,0.024607,5,0.332871,0.353943,617.713878
https://www.instagram.com/herrkorbes/,herrkorbes,,,,a,1,6,13,46,59,13,0.006016,0.471541,0.146673,411.952258,0.06559,5,0.358625,0.383696,1156.110097
https://www.instagram.com/janna_banning/,janna_banning,,51.51261,7.437396,a,1,6,77,533,610,77,0.035632,0.471541,0.168952,1426.48726,0.227121,4,0.526444,0.599228,325640.408259
https://www.instagram.com/jasonpollux/,jasonpollux,,,,a,1,2,21,50,71,21,0.009718,0.471541,0.165633,566.478834,0.090193,5,0.368412,0.394938,3681.496778
https://www.instagram.com/kathlina.anna/,kathlina.anna,,,,a,1,6,6,31,37,6,0.002776,0.471541,0.135314,257.402684,0.040983,5,0.365916,0.389946,815.821404
https://www.instagram.com/kugelpudel_haus_am_see/,kugelpudel_haus_am_see,,51.485723,7.213705,a,1,6,58,165,223,58,0.026839,0.471541,0.173591,2059.590556,0.327922,4,0.43769,0.481366,34705.693921
https://www.instagram.com/kulturfabrik_bochum/,kulturfabrik_bochum,,51.486702,7.211973,a,1,6,33,33,66,33,0.015271,0.471541,0.160972,1081.140705,0.172136,5,0.338399,0.36267,2597.887146
https://www.instagram.com/lunatic_circus_ev/,lunatic_circus_ev,,51.47334,7.220043,a,1,6,11,27,38,11,0.00509,0.471541,0.146539,463.396922,0.073781,4,0.392015,0.417824,2196.830203
https://www.instagram.com/progranauten/,progranauten,,,,a,1,6,13,82,95,13,0.006016,0.471541,0.154601,463.451023,0.073789,5,0.387166,0.420965,2770.359564
https://www.instagram.com/provinzeditionen/,provinzeditionen,,51.471521,7.221742,a,1,6,13,76,89,13,0.006016,0.471541,0.139802,308.957657,0.049191,5,0.336082,0.370293,2163.606753
https://www.instagram.com/bude.116.einhalb/,bude.116.einhalb,,51.504382,7.461531,a,1,1,78,130,208,78,0.036094,0.471541,0.169429,2833.175047,0.451089,5,0.398745,0.441103,18672.920164
https://www.instagram.com/cadnap/,cadnap,,,,a,1,4,4,26,30,4,0.001851,0.471541,0.135965,0,0,5,0.345103,0.369961,5941.522273
https://www.instagram.com/dashdortmund/,dashdortmund,,,,a,1,2,46,167,213,46,0.021286,0.471541,0.17646,1335.346315,0.21261,5,0.425951,0.469707,45458.265642
https://www.instagram.com/doppeltsolecker/,doppeltsolecker,,51.505382,7.452541,a,1,1,36,70,106,36,0.016659,0.471541,0.1551,927.260836,0.147636,5,0.396476,0.426551,11329.841744
https://www.instagram.com/dortmunderisch_/,dortmunderisch_,,51.495828,7.490692,a,1,1,95,50,145,95,0.043961,0.471541,0.174284,3091.368673,0.492198,5,0.357498,0.382068,4558.23703
https://www.instagram.com/elmundo_dortmund/,elmundo_dortmund,,51.505478,7.454716,a,1,1,34,70,104,34,0.015733,0.471541,0.157489,1339.165546,0.213218,5,0.348106,0.381026,1358.011057
https://www.instagram.com/etvoila_events/,etvoila_events,,,,a,1,1,25,28,53,25,0.011569,0.471541,0.159582,824.046101,0.131202,6,0.333436,0.354059,3087.243345
https://www.instagram.com/fruehstuecksliebe.de/,fruehstuecksliebe.de,,,,a,1,1,53,80,133,53,0.024526,0.471541,0.160972,1906.989118,0.303625,5,0.377293,0.412238,8517.875328
https://www.instagram.com/gnaesda/,gnaesda,,,,a,1,1,5,58,63,5,0.002314,0.471541,0.132042,51.493217,0.008199,5,0.383659,0.411011,978.439326
https://www.instagram.com/herr_walter_dortmund/,herr_walter_dortmund,,51.526419,7.44727,a,1,2,67,41,108,67,0.031004,0.471541,0.17173,1854.389267,0.29525,5,0.36766,0.392261,3200.006603
https://www.instagram.com/lokalesimkreuzviertel/,lokalesimkreuzviertel,,51.503379,7.451947,a,1,1,57,145,202,57,0.026377,0.471541,0.156057,1905.555005,0.303397,5,0.407855,0.451867,11137.473509
https://www.instagram.com/neovaude/,neovaude,,51.511338,7.477565,a,1,2,44,115,159,44,0.020361,0.471541,0.173591,1545.314055,0.24604,5,0.406473,0.443688,26780.296483
https://www.instagram.com/sechspluseins/,sechspluseins,,51.503832,7.457604,a,1,1,12,35,47,12,0.005553,0.471541,0.150063,360.550837,0.057406,5,0.340426,0.36784,450.604704
https://www.instagram.com/unterhaltunglieblingsstuecke/,unterhaltunglieblingsstuecke,,51.504927,7.454803,a,1,1,47,22,69,47,0.021749,0.471541,0.166033,1390.669639,0.221418,6,0.312545,0.334938,1354.498419
https://www.instagram.com/viertelliebe_dortmund/,viertelliebe_dortmund,,51.502685,7.453285,a,1,1,62,95,157,62,0.02869,0.471541,0.170089,2008.694318,0.319818,5,0.380014,0.415293,11506.673844
https://www.instagram.com/1207vinyl/,1207vinyl,,,,a,1,0,3,9,12,3,0.001388,0.471541,0.120547,51.513609,0.008202,7,0.215054,0.227381,7.795747
https://www.instagram.com/analoguefoundation/,analoguefoundation,,53.766459,-1.551595,a,1,0,3,15,18,3,0.001388,0.471541,0.12143,103.888364,0.016541,7,0.222359,0.240259,4498.398268
https://www.instagram.com/aske81666/,aske81666,,,,a,1,0,,,,,,,,,,,,,
https://www.instagram.com/audiophilelaws/,audiophilelaws,,,,a,1,0,2,13,15,2,0.000925,0.471541,0.120547,51.513609,0.008202,6,0.29921,0.323302,52.118348
https://www.instagram.com/backalleytrash/,backalleytrash,,,,a,1,0,16,86,102,16,0.007404,0.471541,0.139074,206.151713,0.032823,5,0.376503,0.411813,12259.131715
https://www.instagram.com/ballandbiscuit333/,ballandbiscuit333,,,,a,1,0,2,8,10,2,0.000925,0.471541,0.120789,51.513609,0.008202,7,0.210485,0.221016,0.583333
https://www.instagram.com/concentric.circles/,concentric.circles,,,,a,1,0,12,9,21,12,0.005553,0.471541,0.121923,104.592504,0.016653,7,0.214286,0.226675,112.450908
https://www.instagram.com/drvinyl33/,drvinyl33,,,,a,1,0,,,,,,,,,,,,,
https://www.instagram.com/hazyyetidrool/,hazyyetidrool,,,,a,1,0,,,,,,,,,,,,,
https://www.instagram.com/hotshotrecords/,hotshotrecords,,53.078895,8.805945,a,1,0,4,10,14,4,0.001851,0.471541,0.121124,51.513609,0.008202,6,0.298301,0.321327,24.798546
https://www.instagram.com/hughsrecordcollection/,hughsrecordcollection,,,,a,1,0,7,21,28,7,0.003239,0.471541,0.121769,158.358962,0.025213,6,0.260053,0.277477,3623.715064
https://www.instagram.com/itsricktaylor/,itsricktaylor,,,,a,1,0,4,14,18,4,0.001851,0.471541,0.121094,51.513609,0.008202,7,0.214456,0.228064,69.523796
https://www.instagram.com/mint.magazin/,mint.magazin,,,,a,1,0,16,38,54,16,0.007404,0.471541,0.142921,310.672198,0.049464,5,0.346598,0.377284,19152.059974
https://www.instagram.com/nowondeck/,nowondeck,,,,a,1,0,,,,,,,,,,,,,
https://www.instagram.com/soundshacknewburgh/,soundshacknewburgh,,,,a,1,0,2,27,29,2,0.000925,0.471541,0.120456,51.513609,0.008202,7,0.246238,0.267848,220.91562
https://www.instagram.com/guetsoyan/,guetsoyan,,,,a,1,6,11,9,20,11,0.00509,0.471541,0.133546,308.991846,0.049197,6,0.293438,0.308889,82.804858
https://www.instagram.com/change_to_less/,change_to_less,,,,a,1,7,2,20,22,2,0.000925,0.471541,0.140128,51.513355,0.008202,5,0.314685,0.344043,4.918779
https://www.instagram.com/ecobrotbox/,ecobrotbox,,,,a,1,7,35,44,79,35,0.016196,0.471541,0.155653,1081.06902,0.172124,6,0.27321,0.304637,2148.989865
https://www.instagram.com/einhornpipi_de/,einhornpipi_de,,,,a,1,7,10,47,57,10,0.004627,0.471541,0.143819,414.022526,0.065919,5,0.329369,0.366304,1364.93612
https://www.instagram.com/elklineclothing/,elklineclothing,,51.964771,7.63062,a,1,7,3,45,48,3,0.001388,0.471541,0.143819,103.021847,0.016403,6,0.271698,0.303241,198.239658
https://www.instagram.com/fairfood_freiburg/,fairfood_freiburg,,47.979487,7.837927,a,1,7,20,65,85,20,0.009255,0.471541,0.149039,720.744258,0.114755,5,0.309722,0.342955,3658.096887
https://www.instagram.com/forschur/,forschur,,52.534706,13.416599,a,1,7,7,19,26,7,0.003239,0.471541,0.147801,104.011136,0.01656,7,0.243052,0.263631,1213.381894
https://www.instagram.com/frau_lose/,frau_lose,,51.513355,7.45265,a,1,7,182,452,634,182,0.08422,0.471541,0.198965,4519.017281,0.719504,4,0.447668,0.534915,329858.940584
https://www.instagram.com/frollein.k/,frollein.k,,,,a,1,1,,,,,,,,,,,,,
https://www.instagram.com/gabi.kohlrabi/,gabi.kohlrabi,,,,a,1,0,,,,,,,,,,,,,
https://www.instagram.com/lemonaid/,lemonaid,,,,a,1,7,35,64,99,35,0.016196,0.471541,0.167948,977.481545,0.155632,6,0.291262,0.324475,16737.764229
https://www.instagram.com/miliodesign/,miliodesign,,51.504997,7.456035,a,1,1,21,32,53,21,0.009718,0.471541,0.146987,618.07337,0.098408,5,0.34302,0.369437,1327.450607
https://www.instagram.com/muddanaturdesign/,muddanaturdesign,,51.397985,7.519419,a,1,7,18,121,139,18,0.008329,0.471541,0.160381,307.718434,0.048994,5,0.39845,0.439653,16302.022311
https://www.instagram.com/petazwei/,petazwei,,,,a,1,7,28,11,39,28,0.012957,0.471541,0.165348,511.342331,0.081414,6,0.255924,0.274182,2075.966187
https://www.instagram.com/schrotundkorn/,schrotundkorn,,,,a,1,7,26,17,43,26,0.012031,0.471541,0.151148,619.358906,0.098612,6,0.24349,0.265448,460.633867
https://www.instagram.com/sirplus.de/,sirplus.de,,,,a,1,7,50,41,91,50,0.023137,0.471541,0.165633,977.411889,0.15562,6,0.267261,0.297562,3182.874527
https://www.instagram.com/streubar/,streubar,,53.586598,10.048603,a,1,7,13,47,60,13,0.006016,0.471541,0.144468,454.665269,0.07239,5,0.318115,0.352824,849.668943
https://www.instagram.com/verpackmeinnicht/,verpackmeinnicht,,,,a,1,7,13,51,64,13,0.006016,0.471541,0.135124,308.097758,0.049054,5,0.303755,0.33375,912.550263
https://www.instagram.com/_michael_eppler/,_michael_eppler,,,,a,1,3,8,58,66,8,0.003702,0.471541,0.126182,151.984826,0.024199,5,0.356612,0.38659,4681.474352
https://www.instagram.com/adam___cmiel/,adam___cmiel,,,,a,1,3,9,39,48,9,0.004165,0.471541,0.125752,100.513305,0.016003,5,0.352941,0.379066,5269.255793
https://www.instagram.com/galerie_u_108/,galerie_u_108,,,,a,1,3,3,41,44,3,0.001388,0.471541,0.103578,0,0,6,0.288423,0.315733,258.459982
https://www.instagram.com/luisleu.de/,luisleu.de,,49.000695,8.407534,a,1,3,11,62,73,11,0.00509,0.471541,0.127217,100.287901,0.015968,5,0.358447,0.389329,5755.927701
https://www.instagram.com/natuerlich_kind/,natuerlich_kind,,51.503472,7.413688,a,1,1,4,9,13,4,0.001851,0.471541,0.143219,154.512109,0.024601,5,0.315053,0.342083,2053.55171
https://www.instagram.com/evblackburn/,evblackburn,,,,a,1,4,,,,,,,,,,,,,
https://www.instagram.com/machen_statt_motzen/,machen_statt_motzen,,,,a,1,7,6,17,23,6,0.002776,0.471541,0.150533,103.084911,0.016413,5,0.318584,0.345448,476.310563
https://www.instagram.com/partyzipation/,partyzipation,,,,a,1,7,5,26,31,5,0.002314,0.471541,0.144208,103.004885,0.0164,5,0.313043,0.343002,1723.910196
https://www.instagram.com/benjamin.koeder/,benjamin.koeder,,,,a,1,3,8,36,44,8,0.003702,0.471541,0.128717,151.779757,0.024166,6,0.279178,0.305039,1778.513692
https://www.instagram.com/knappbjorn/,knappbjorn,,,,a,1,3,6,70,76,6,0.002776,0.471541,0.131752,203.463274,0.032395,5,0.3597,0.392222,2851.187764
https://www.instagram.com/minor_alexander/,minor_alexander,,,,a,1,3,5,29,34,5,0.002314,0.471541,0.107039,0,0,6,0.275897,0.300201,343.957849
https://www.instagram.com/schusso/,schusso,,,,a,1,3,10,36,46,10,0.004627,0.471541,0.12715,197.284367,0.031411,5,0.352653,0.378063,2580.199161
https://www.instagram.com/davidalanharvey/,davidalanharvey,,,,a,1,4,20,50,70,20,0.009255,0.471541,0.144121,0,0,7,0.215914,0.243548,6854.428425
https://www.instagram.com/atelier_van_lieshout/,atelier_van_lieshout,,,,a,1,3,20,72,92,20,0.009255,0.471541,0.155956,258.525204,0.041162,5,0.321381,0.351304,21808.019313
https://www.instagram.com/bram.braam/,bram.braam,,,,a,1,3,14,90,104,14,0.006478,0.471541,0.132296,203.190686,0.032351,6,0.303115,0.340756,8538.918155
https://www.instagram.com/bramnijssen/,bramnijssen,,,,a,1,3,4,19,23,4,0.001851,0.471541,0.12827,51.51261,0.008202,5,0.348612,0.370193,2340.596479
https://www.instagram.com/defabriekedhv/,defabriekedhv,,,,a,1,3,12,41,53,12,0.005553,0.471541,0.127184,103.20793,0.016432,6,0.273279,0.297955,1298.175523
https://www.instagram.com/seafoundationtilburg/,seafoundationtilburg,,,,a,1,3,13,51,64,13,0.006016,0.471541,0.134934,154.922932,0.024666,6,0.283912,0.31159,3002.227335
https://www.instagram.com/simonkentgens/,simonkentgens,,51.931976,4.462659,a,1,3,6,18,24,6,0.002776,0.471541,0.129865,51.51261,0.008202,7,0.245874,0.267558,1141.079804
https://www.instagram.com/snackbartheambassador/,snackbartheambassador,,,,a,1,3,,,,,,,,,,,,,
https://www.instagram.com/ben_anna_natural_care/,ben_anna_natural_care,,,,a,1,7,18,25,43,18,0.008329,0.471541,0.15025,669.083989,0.106529,6,0.267857,0.293472,383.437347
https://www.instagram.com/blockblocks_rhein_cleanup/,blockblocks_rhein_cleanup,,51.225402,6.776314,a,1,7,7,76,83,7,0.003239,0.471541,0.148348,103.004885,0.0164,5,0.35673,0.39446,2434.551487
https://www.instagram.com/boellstiftung/,boellstiftung,,,,a,1,7,31,29,60,31,0.014345,0.471541,0.171485,817.115511,0.130099,7,0.260304,0.284325,2522.30981
https://www.instagram.com/dieurbanisten/,dieurbanisten,,51.512682,7.43809,a,1,2,143,125,268,143,0.066173,0.471541,0.198063,3603.458393,0.573732,4,0.444536,0.477894,100662.771373
https://www.instagram.com/dingsdumsdumplings/,dingsdumsdumplings,,52.496099,13.435103,a,1,7,8,15,23,8,0.003702,0.471541,0.148624,102.995862,0.016399,6,0.257972,0.280849,441.563425
https://www.instagram.com/echonaut.science/,echonaut.science,,,,a,1,7,17,50,67,17,0.007867,0.471541,0.158215,254.084702,0.040455,5,0.333128,0.359475,5737.722552
https://www.instagram.com/ecoyoucommunity/,ecoyoucommunity,,,,a,1,7,56,36,92,56,0.025914,0.471541,0.163881,1230.080929,0.19585,6,0.271016,0.300471,2304.092334
https://www.instagram.com/flow_magazin/,flow_magazin,,,,a,1,7,46,39,85,46,0.021286,0.471541,0.183117,723.986375,0.115271,6,0.281543,0.30669,15047.001485
https://www.instagram.com/foodsharing_bonn/,foodsharing_bonn,,,,a,1,7,6,17,23,6,0.002776,0.471541,0.14565,51.513355,0.008202,6,0.27373,0.294823,189.118812
https://www.instagram.com/fraeulein.unverpackt/,fraeulein.unverpackt,,50.90368,6.676426,a,1,7,20,49,69,20,0.009255,0.471541,0.144991,715.485795,0.113917,5,0.32234,0.358588,1809.493752
https://www.instagram.com/frau_ernas_unverpackt/,frau_ernas_unverpackt,,52.126222,11.612555,a,1,7,17,24,41,17,0.007867,0.471541,0.148257,561.516619,0.089403,6,0.257941,0.283765,320.283585
https://www.instagram.com/frauolga_design/,frauolga_design,,,,a,1,7,3,53,56,3,0.001388,0.471541,0.13539,103.047113,0.016407,5,0.315467,0.34527,1725.744214
https://www.instagram.com/fuellbar/,fuellbar,,51.438372,7.336941,a,1,7,64,49,113,64,0.029616,0.471541,0.179895,1747.521759,0.278235,5,0.326629,0.363495,14239.667273
https://www.instagram.com/futurewoman.de/,futurewoman.de,,,,a,1,7,8,29,37,8,0.003702,0.471541,0.146942,51.397985,0.008183,6,0.299086,0.322847,2232.047608
https://www.instagram.com/geheimerspioningeheimermission/,geheimerspioningeheimermission,,,,a,1,7,4,78,82,4,0.001851,0.471541,0.141241,143.778977,0.022892,5,0.381087,0.41419,337.67869
https://www.instagram.com/gluecklich_unverpackt/,gluecklich_unverpackt,,51.436603,7.009903,a,1,7,29,28,57,29,0.01342,0.471541,0.160864,612.616295,0.097539,5,0.311329,0.335023,4954.861675
https://www.instagram.com/greenality/,greenality,,,,a,1,7,14,36,50,14,0.006478,0.471541,0.159953,410.787907,0.065404,6,0.284136,0.312747,1744.43643
https://www.instagram.com/greengoldi_hro/,greengoldi_hro,,54.086394,12.125859,a,1,7,16,41,57,16,0.007404,0.471541,0.145166,406.676418,0.06475,5,0.320522,0.3549,2174.500763
https://www.instagram.com/greenpeace.de/,greenpeace.de,,,,a,1,7,96,46,142,96,0.044424,0.471541,0.194456,1843.332008,0.29349,6,0.271801,0.3025,14391.082577
https://www.instagram.com/gruenkornunverpackt/,gruenkornunverpackt,,51.281846,7.036343,a,1,7,20,60,80,20,0.009255,0.471541,0.147937,715.545768,0.113927,5,0.321429,0.359576,2942.0173
https://www.instagram.com/hanniheu/,hanniheu,,,,a,1,7,6,83,89,6,0.002776,0.471541,0.126215,102.983921,0.016397,5,0.382233,0.418511,4382.476953
https://www.instagram.com/happyruhrpott/,happyruhrpott,,,,a,1,7,10,55,65,10,0.004627,0.471541,0.15376,463.515367,0.073799,4,0.369294,0.404668,2968.848375
https://www.instagram.com/hej_sabrina/,hej_sabrina,,,,a,1,1,6,79,85,6,0.002776,0.471541,0.142202,154.527229,0.024603,5,0.384273,0.418495,956.148598
https://www.instagram.com/jaegerundsammler/,jaegerundsammler,,48.046879,11.702056,a,1,7,19,47,66,19,0.008792,0.471541,0.173591,103.044589,0.016406,6,0.276639,0.306235,2626.866175
https://www.instagram.com/janssenbuecher/,janssenbuecher,,51.478132,7.218196,a,1,6,24,38,62,24,0.011106,0.471541,0.154502,875.10095,0.139331,5,0.345489,0.367461,1677.258462
https://www.instagram.com/kohlkoepfe/,kohlkoepfe,,,,a,1,7,3,48,51,3,0.001388,0.471541,0.130217,102.867972,0.016378,5,0.36042,0.394012,326.443652
https://www.instagram.com/lebensmittelkampagne/,lebensmittelkampagne,,47.592803,7.633889,a,1,7,12,55,67,12,0.005553,0.471541,0.14596,564.045807,0.089806,5,0.32491,0.362608,1443.896203
https://www.instagram.com/lieber_natuerlich/,lieber_natuerlich,,,,a,1,7,14,34,48,14,0.006478,0.471541,0.146093,455.242561,0.072482,6,0.296703,0.32216,812.856612
https://www.instagram.com/lola_der_loseladen/,lola_der_loseladen,,,,a,1,7,28,46,74,28,0.012957,0.471541,0.154204,820.487063,0.130635,5,0.320617,0.355633,6556.402429
https://www.instagram.com/lowimpactmovement/,lowimpactmovement,,,,a,1,7,5,2,7,5,0.002314,0.471541,0.147574,104.011136,0.01656,7,0.220836,0.233268,2.973046
https://www.instagram.com/markt.wdr/,markt.wdr,,,,a,1,7,11,28,39,11,0.00509,0.471541,0.147755,153.246197,0.024399,5,0.29484,0.316065,3076.136163
https://www.instagram.com/mehralsgruenzeug/,mehralsgruenzeug,,,,a,1,7,57,54,111,57,0.026377,0.471541,0.175493,977.463891,0.155629,6,0.287387,0.319198,10137.757741
https://www.instagram.com/mehrwert.nrw/,mehrwert.nrw,,,,a,1,7,24,62,86,24,0.011106,0.471541,0.160007,617.579921,0.098329,5,0.358685,0.394267,7889.01212
https://www.instagram.com/meinbge/,meinbge,,,,a,1,7,14,26,40,14,0.006478,0.471541,0.150722,204.884696,0.032621,6,0.269933,0.294352,913.838033
https://www.instagram.com/mitliebeunverpackt/,mitliebeunverpackt,,51.573647,8.106085,a,1,7,16,32,48,16,0.007404,0.471541,0.150016,664.493566,0.105799,5,0.320095,0.3526,2142.280916
https://www.instagram.com/moles_and_greens/,moles_and_greens,,,,a,1,7,2,56,58,2,0.000925,0.471541,0.148028,51.513355,0.008202,5,0.382233,0.40885,691.60943
https://www.instagram.com/muddanatur_/,muddanatur_,,,,a,1,7,17,42,59,17,0.007867,0.471541,0.144904,719.044585,0.114484,5,0.318725,0.353094,6056.740906
https://www.instagram.com/nadjasgreenliving/,nadjasgreenliving,,,,a,1,7,20,11,31,20,0.009255,0.471541,0.153711,362.474224,0.057712,6,0.253283,0.274159,113.85615
https://www.instagram.com/originalunverpackt/,originalunverpackt,,52.497781,13.43019,a,1,7,77,50,127,77,0.035632,0.471541,0.16925,1538.891591,0.245018,6,0.272349,0.305779,9582.330471
https://www.instagram.com/projekt_ankommen/,projekt_ankommen,,51.508893,7.464888,a,1,2,32,15,47,32,0.014808,0.471541,0.177372,875.642215,0.139417,5,0.32962,0.358457,2292.117992
https://www.instagram.com/sauberkasten/,sauberkasten,,51.347742,12.300217,a,1,7,20,73,93,20,0.009255,0.471541,0.147032,567.565916,0.090366,5,0.32413,0.364522,4615.128292
https://www.instagram.com/smarticularnet/,smarticularnet,,,,a,1,7,61,51,112,61,0.028228,0.471541,0.165007,1692.162475,0.269421,6,0.26926,0.30223,5809.198048
https://www.instagram.com/tara_unverpackt_geniessen/,tara_unverpackt_geniessen,,52.278192,8.043384,a,1,7,23,73,96,23,0.010643,0.471541,0.148762,559.809629,0.089131,5,0.326432,0.367762,5979.841167
https://www.instagram.com/utopia.de/,utopia.de,,,,a,1,7,124,29,153,124,0.057381,0.471541,0.188653,2463.530926,0.392236,7,0.247678,0.271694,3495.375735
https://www.instagram.com/3for1.00/,3for1.00,,,,a,1,0,2,21,23,2,0.000925,0.471541,0.120456,51.513609,0.008202,6,0.29585,0.320887,700.116208
https://www.instagram.com/bhtwillemsen/,bhtwillemsen,,,,a,1,0,2,42,44,2,0.000925,0.471541,0.120547,51.513609,0.008202,6,0.296174,0.325108,52.171134
https://www.instagram.com/ostenhell/,ostenhell,,51.510992,7.477076,a,1,2,23,16,39,23,0.010643,0.471541,0.162661,772.47898,0.122992,5,0.302606,0.319468,4442.557798
https://www.instagram.com/bobiennale/,bobiennale,,51.479235,7.321058,a,1,6,54,101,155,54,0.024988,0.471541,0.169131,1904.458816,0.303222,5,0.396258,0.429491,20833.164568
https://www.instagram.com/christuskirche_bochum/,christuskirche_bochum,,51.482306,7.214084,a,1,6,29,29,58,29,0.01342,0.471541,0.162881,1132.802301,0.180361,5,0.342966,0.363125,973.938934
https://www.instagram.com/die.trompete/,die.trompete,,,,a,1,6,10,9,19,10,0.004627,0.471541,0.142836,257.502826,0.040999,6,0.298673,0.312338,312.266804
https://www.instagram.com/neuland_bochum/,neuland_bochum,,51.479199,7.212258,a,1,6,41,75,116,41,0.018973,0.471541,0.160327,1338.585898,0.213126,5,0.368224,0.399437,6176.734971
https://www.instagram.com/bobbiciao/,bobbiciao,,,,a,1,4,,,,,,,,,,,,,
https://www.instagram.com/boombayeeaah/,boombayeeaah,,,,a,1,4,,,,,,,,,,,,,
https://www.instagram.com/candidstreetlife/,candidstreetlife,,,,a,1,4,4,24,28,4,0.001851,0.471541,0.106447,0,0,6,0.278064,0.301111,13.994111
https://www.instagram.com/chris.nowhisky/,chris.nowhisky,,,,a,1,3,5,50,55,5,0.002314,0.471541,0.13418,103.051637,0.016408,5,0.345048,0.368279,4113.028892
https://www.instagram.com/i.take.my.camera.everywhere/,i.take.my.camera.everywhere,,,,a,1,4,3,15,18,3,0.001388,0.471541,0.106423,0,0,6,0.278351,0.299761,1088.582984
https://www.instagram.com/marketingclubdortmund/,marketingclubdortmund,,51.480619,7.463059,a,1,2,42,69,111,42,0.019435,0.471541,0.165519,1545.820416,0.246121,5,0.351391,0.38456,6092.54129
https://www.instagram.com/ab_syndrom/,ab_syndrom,,,,a,1,7,2,21,23,2,0.000925,0.471541,0.128442,0,0,6,0.294358,0.313773,96.24121
https://www.instagram.com/arte.tv/,arte.tv,,48.584614,7.750713,a,1,3,94,21,115,94,0.043498,0.471541,0.206845,1576.90121,0.251069,6,0.251484,0.2725,25628.709625
https://www.instagram.com/aufbau_verlag/,aufbau_verlag,,,,a,1,3,10,29,39,10,0.004627,0.471541,0.157335,104.496519,0.016638,6,0.263994,0.291312,3497.509687
https://www.instagram.com/bienenhilfe/,bienenhilfe,,,,a,1,1,8,17,25,8,0.003702,0.471541,0.124773,257.254221,0.040959,6,0.250842,0.270571,2836.518303
https://www.instagram.com/claks66/,claks66,,,,a,1,3,2,13,15,2,0.000925,0.471541,0.096875,51.326251,0.008172,7,0.239335,0.256795,30.148781
https://www.instagram.com/correctiv_org/,correctiv_org,,,,a,1,7,31,49,80,31,0.014345,0.471541,0.174918,668.008031,0.106358,5,0.313589,0.341921,10378.094961
https://www.instagram.com/das_eiscafe/,das_eiscafe,,,,a,1,7,,,,,,,,,,,,,
https://www.instagram.com/deutschlandfunkkultur/,deutschlandfunkkultur,,,,a,1,3,93,73,166,93,0.043036,0.471541,0.206845,1799.048817,0.286439,5,0.327869,0.363611,81764.247228
https://www.instagram.com/doro_thea_ter/,doro_thea_ter,,,,a,1,6,4,22,26,4,0.001851,0.471541,0.12487,51.51261,0.008202,5,0.313999,0.335378,476.78121
https://www.instagram.com/earl_x_grey/,earl_x_grey,,,,a,1,7,,,,,,,,,,,,,
https://www.instagram.com/eckhardbremer/,eckhardbremer,,,,a,1,2,2,46,48,2,0.000925,0.471541,0.133658,51.516669,0.008202,5,0.38954,0.413904,322.147096
