Id,Label,timeset,lat,lng,kind of node,cityquartier,weight,modularity_class,indegree,outdegree,Degree,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,pr_rank,pr_rank_min-max-normalized,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,componentnumber,strongcompnum
https://www.instagram.com/leihleeze/,leihleeze,,51.9616,7.627779,a,,1,0,90,246,336,90,0.050111,0.694878,0.281378,8120,0.290145,3,0.489077,0.541394,9151.676446,90,246,336,0,464
https://www.instagram.com/bauwaerts/,bauwaerts,,48.128832,11.584893,a,,1,4,3,8,11,3,0.00167,0.694878,0.231688,384,0.013721,5,0.279321,0.294749,1.082545,3,8,11,0,464
https://www.instagram.com/urbanista_hamburg/,urbanista_hamburg,,53.548921,10.003279,a,,1,4,25,11,36,25,0.01392,0.694878,0.235846,883,0.031551,6,0.267911,0.284286,51.927854,25,11,36,0,464
https://www.instagram.com/pdaily_/,pdaily_,,,,a,,1,1,44,7,51,44,0.024499,0.694878,0.28687,3565,0.127385,4,0.314596,0.329909,1025.720359,44,7,51,0,464
https://www.instagram.com/medienforum_ms/,medienforum_ms,,51.95784,7.628814,a,,1,1,39,111,150,39,0.021715,0.694878,0.265282,4116,0.147074,4,0.426901,0.468334,692.527064,39,111,150,0,464
https://www.instagram.com/carsten_finkenberg/,carsten_finkenberg,,,,a,,1,2,8,27,35,8,0.004454,0.694878,0.237201,759,0.027121,4,0.386688,0.414235,83.482012,8,27,35,0,464
https://www.instagram.com/stadtgefluester_interview/,stadtgefluester_interview,,,,a,,1,0,90,28,118,90,0.050111,0.694878,0.288684,9754,0.348531,4,0.373692,0.399295,858.706741,90,28,118,0,464
https://www.instagram.com/oekostadt_hannover/,oekostadt_hannover,,52.377541,9.728232,a,,1,4,24,30,54,24,0.013363,0.694878,0.236425,766,0.027371,5,0.350962,0.379035,1841.461513,24,30,54,0,464
https://www.instagram.com/fridaysforfuture_muenster/,fridaysforfuture_muenster,,,,a,,1,1,151,26,177,151,0.084076,0.694878,0.311609,11192,0.399914,4,0.358607,0.384951,4607.968747,151,26,177,0,464
https://www.instagram.com/bluepingu_nuernberg/,bluepingu_nuernberg,,49.448563,11.079045,a,,1,4,6,4,10,6,0.003341,0.694878,0.231874,438,0.015651,5,0.27085,0.282599,17.397014,6,4,10,0,464
https://www.instagram.com/peng.impro/,peng.impro,,,,a,,1,1,49,105,154,49,0.027283,0.694878,0.272792,4823,0.172336,3,0.458743,0.490868,1778.908605,49,105,154,0,464
https://www.instagram.com/bucks.veganfrengeln/,bucks.veganfrengeln,,51.954799,7.650155,a,,1,1,98,88,186,98,0.054566,0.694878,0.296076,8946,0.31966,4,0.417039,0.455082,17857.6205,98,88,186,0,464
https://www.instagram.com/beagle_kalle_cleans_up/,beagle_kalle_cleans_up,,,,a,,1,,,,,1,0.000557,0.694878,0.230395,337,0.012042,,,,,,,,,
https://www.instagram.com/natuerlich_unverpackt_muenster/,natuerlich_unverpackt_muenster,,51.962584,7.64464,a,,1,1,76,86,162,76,0.042316,0.694878,0.286301,6908,0.246838,3,0.424848,0.45811,2093.986525,76,86,162,0,464
https://www.instagram.com/wiedertaeufer.ms/,wiedertaeufer.ms,,,,a,,1,1,34,38,72,34,0.018931,0.694878,0.271767,3763,0.13446,4,0.385268,0.413639,367.900231,34,38,72,0,464
https://www.instagram.com/tatwortpoetry/,tatwortpoetry,,,,a,,1,1,56,55,111,56,0.03118,0.694878,0.286113,6372,0.227685,4,0.405066,0.437959,785.0652,56,55,111,0,464
https://www.instagram.com/polis_magazin/,polis_magazin,,,,a,,1,4,24,8,32,24,0.013363,0.694878,0.238637,864,0.030873,5,0.277154,0.292912,1348.540819,24,8,32,0,464
https://www.instagram.com/lsbtiq_inklusiv/,lsbtiq_inklusiv,,,,a,,1,1,5,11,16,5,0.002784,0.694878,0.233812,401,0.014329,5,0.352879,0.377358,455.642731,5,11,16,0,464
https://www.instagram.com/bezregmuenster/,bezregmuenster,,51.961517,7.626507,a,,1,0,82,27,109,82,0.045657,0.694878,0.286491,8582,0.306653,4,0.365716,0.39051,663.868988,82,27,109,0,464
https://www.instagram.com/menschhamburg/,menschhamburg,,53.563135,9.964762,a,,1,1,8,13,21,8,0.004454,0.694878,0.237396,455,0.016258,5,0.278118,0.29318,175.646224,8,13,21,0,464
https://www.instagram.com/muensterland.dasguteleben/,muensterland.dasguteleben,,,,a,,1,0,130,127,257,130,0.072383,0.694878,0.294668,11234,0.401415,3,0.416109,0.458011,9060.228143,130,127,257,0,464
https://www.instagram.com/fsg_aidshilfe_muenster/,fsg_aidshilfe_muenster,,51.959555,7.638153,a,,1,1,44,115,159,44,0.024499,0.694878,0.266096,3892,0.13907,4,0.434749,0.477963,1628.031245,44,115,159,0,464
https://www.instagram.com/bildungsbier/,bildungsbier,,51.972761,7.628435,a,,1,0,44,54,98,44,0.024499,0.694878,0.285924,5204,0.18595,4,0.433179,0.463867,1774.769853,44,54,98,0,464
https://www.instagram.com/localbrands_ms/,localbrands_ms,,,,a,,1,0,89,66,155,89,0.049555,0.694878,0.291302,8169,0.291896,3,0.448092,0.474489,3147.610842,89,66,155,0,464
https://www.instagram.com/ecosia/,ecosia,,,,a,,1,1,27,8,35,27,0.015033,0.694878,0.260971,1201,0.042914,5,0.291544,0.306561,326.530405,27,8,35,0,464
https://www.instagram.com/sleepstation_muenster/,sleepstation_muenster,,51.959638,7.635946,a,,1,0,40,65,105,40,0.022272,0.694878,0.275479,4944,0.17666,4,0.404091,0.43925,946.992955,40,65,105,0,464
https://www.instagram.com/reweamhansaring/,reweamhansaring,,51.954395,7.643783,a,,1,0,56,68,124,56,0.03118,0.694878,0.283586,5909,0.211141,4,0.43385,0.466845,3577.219278,56,68,124,0,464
https://www.instagram.com/unter.einem.dach/,unter.einem.dach,,52.384479,9.724561,a,,1,4,18,35,53,18,0.010022,0.694878,0.234317,616,0.022011,5,0.351844,0.381219,3078.978362,18,35,53,0,464
https://www.instagram.com/koloss_skateboards/,koloss_skateboards,,51.957564,7.639971,a,,1,2,89,27,116,89,0.049555,0.694878,0.295672,6210,0.221897,4,0.361853,0.390808,2377.014674,89,27,116,0,464
https://www.instagram.com/dgbjugendmsl/,dgbjugendmsl,,,,a,,1,1,15,23,38,15,0.008352,0.694878,0.257484,1930,0.068963,4,0.382634,0.409321,79.222695,15,23,38,0,464
https://www.instagram.com/dasnieberding/,dasnieberding,,51.942316,7.642986,a,,1,1,116,111,227,116,0.064588,0.694878,0.292383,7651,0.273387,4,0.440682,0.481884,4883.164641,116,111,227,0,464
https://www.instagram.com/filmservicems/,filmservicems,,,,a,,1,0,63,110,173,63,0.035078,0.694878,0.279925,7172,0.256271,4,0.413241,0.455976,3223.193218,63,110,173,0,464
https://www.instagram.com/family_guide_muensterland/,family_guide_muensterland,,51.968551,7.661389,a,,1,0,55,257,312,55,0.030624,0.694878,0.26577,4035,0.144179,3,0.503297,0.553206,16951.995949,55,257,312,0,464
https://www.instagram.com/hafkes/,hafkes,,,,a,,1,2,35,37,72,35,0.019488,0.694878,0.255889,2289,0.081791,4,0.390738,0.422027,483.86349,35,37,72,0,464
https://www.instagram.com/kidicalmass.ms/,kidicalmass.ms,,,,a,,1,1,19,40,59,19,0.010579,0.694878,0.248911,1507,0.053848,4,0.392473,0.422027,2251.12211,19,40,59,0,464
https://www.instagram.com/zentrale_muenster/,zentrale_muenster,,51.952508,7.635105,a,,1,1,34,6,40,34,0.018931,0.694878,0.259487,2507,0.089581,4,0.37278,0.400834,150.676831,34,6,40,0,464
https://www.instagram.com/ko20_nachbarschaftsladen/,ko20_nachbarschaftsladen,,52.375224,9.719935,a,,1,4,11,8,19,11,0.006125,0.694878,0.233749,548,0.019581,6,0.266086,0.281566,1.288019,11,8,19,0,464
https://www.instagram.com/raumwagen/,raumwagen,,,,a,,1,4,2,3,5,2,0.001114,0.694878,0.231255,374,0.013364,5,0.272167,0.285805,2.017075,2,3,5,0,464
https://www.instagram.com/bund_bundesverband/,bund_bundesverband,,,,a,,1,1,44,9,53,44,0.024499,0.694878,0.26271,1823,0.06514,5,0.2572,0.26889,294.240896,44,9,53,0,464
https://www.instagram.com/bilderundbaerte/,bilderundbaerte,,,,a,,1,5,6,17,23,6,0.003341,0.694878,0.240757,475,0.016973,4,0.385622,0.405152,3053.526034,6,17,23,0,464
https://www.instagram.com/kluck.kola/,kluck.kola,,,,a,,1,0,8,15,23,8,0.004454,0.694878,0.249197,741,0.026478,4,0.367155,0.389617,157.679066,8,15,23,0,464
https://www.instagram.com/wilahannover/,wilahannover,,52.375992,9.710712,a,,1,4,15,28,43,15,0.008352,0.694878,0.234127,584,0.020868,5,0.279554,0.301747,175.156777,15,28,43,0,464
https://www.instagram.com/utopiastadt_wuppertal/,utopiastadt_wuppertal,,51.266714,7.144843,a,,1,4,18,9,27,18,0.010022,0.694878,0.239032,710,0.02537,5,0.300304,0.317689,466.991698,18,9,27,0,464
https://www.instagram.com/urbaneproduktion/,urbaneproduktion,,,,a,,1,4,14,14,28,14,0.007795,0.694878,0.241899,924,0.033017,4,0.329798,0.34723,340.94978,14,14,28,0,464
https://www.instagram.com/maskenmaker/,maskenmaker,,,,a,,1,7,19,35,54,19,0.010579,0.694878,0.251583,1288,0.046023,4,0.38651,0.417064,1266.581907,19,35,54,0,464
https://www.instagram.com/raumprogramm/,raumprogramm,,,,a,,1,4,13,17,30,13,0.007238,0.694878,0.257255,1331,0.047559,4,0.382547,0.408527,595.225985,13,17,30,0,464
https://www.instagram.com/heizhaus.nbg/,heizhaus.nbg,,49.456213,11.030617,a,,1,4,16,7,23,16,0.008909,0.694878,0.233875,675,0.024119,6,0.263373,0.27696,1751.45941,16,7,23,0,464
https://www.instagram.com/fahrradstadtms/,fahrradstadtms,,,,a,,1,1,22,2,24,22,0.012249,0.694878,0.259022,2025,0.072358,4,0.32928,0.34331,6.543072,22,2,24,0,464
https://www.instagram.com/politikzumanfassen/,politikzumanfassen,,52.433689,9.850793,a,,1,4,7,4,11,7,0.003898,0.694878,0.232558,440,0.015722,6,0.262919,0.275541,5.832006,7,4,11,0,464
https://www.instagram.com/garten_der_generationen/,garten_der_generationen,,,,a,,1,4,4,9,13,4,0.002227,0.694878,0.23206,428,0.015293,4,0.354668,0.375819,11.480732,4,9,13,0,464
https://www.instagram.com/raumformen/,raumformen,,53.525874,10.026388,a,,1,2,27,49,76,27,0.015033,0.694878,0.260032,2255,0.080576,4,0.397773,0.4325,1008.269505,27,49,76,0,464
https://www.instagram.com/verkehrswende.ms/,verkehrswende.ms,,,,a,,1,1,21,15,36,21,0.011693,0.694878,0.26287,2118,0.075681,4,0.360687,0.384703,111.481369,21,15,36,0,464
https://www.instagram.com/dortmund_2040/,dortmund_2040,,,,a,,1,4,8,17,25,8,0.004454,0.694878,0.233812,538,0.019224,5,0.351035,0.376673,379.118515,8,17,25,0,464
https://www.instagram.com/beratungsstelle_suedviertel/,beratungsstelle_suedviertel,,51.945513,7.630923,a,,1,0,27,43,70,27,0.015033,0.694878,0.245182,1826,0.065247,4,0.392106,0.422374,165.980306,27,43,70,0,464
https://www.instagram.com/fcmuenster05/,fcmuenster05,,51.96492,7.57458,a,,1,0,9,21,30,9,0.005011,0.694878,0.246857,1161,0.041485,4,0.365955,0.389518,133.206513,9,21,30,0,464
https://www.instagram.com/clubkinder_hh/,clubkinder_hh,,53.569148,9.961192,a,,1,1,8,5,13,8,0.004454,0.694878,0.23559,411,0.014686,6,0.239789,0.249593,657.61942,8,5,13,0,464
https://www.instagram.com/kathoinsight_ms/,kathoinsight_ms,,,,a,,1,0,26,18,44,26,0.014477,0.694878,0.262313,2848,0.101765,4,0.375952,0.400834,83.853271,26,18,44,0,464
https://www.instagram.com/circarama/,circarama,,,,a,,1,2,14,54,68,14,0.007795,0.694878,0.250855,1255,0.044844,4,0.428863,0.461138,469.429023,14,54,68,0,464
https://www.instagram.com/muensterverzueckt/,muensterverzueckt,,,,a,,1,0,336,252,588,338,0.188196,0.694878,0.34619,24322,0.869077,3,0.477124,0.534048,60384.981429,336,252,588,0,464
https://www.instagram.com/illustrerunde/,illustrerunde,,,,a,,1,7,49,47,96,49,0.027283,0.694878,0.26807,2775,0.099157,4,0.417039,0.449027,3680.965261,49,47,96,0,464
https://www.instagram.com/wheelmap/,wheelmap,,,,a,,1,1,3,5,8,3,0.00167,0.694878,0.232308,365,0.013042,6,0.239378,0.249474,3.73022,3,5,8,0,464
https://www.instagram.com/parcours_msd/,parcours_msd,,51.97547,7.601107,a,,1,7,107,99,206,107,0.059577,0.694878,0.297702,6995,0.249946,4,0.41954,0.459252,14273.001897,107,99,206,0,464
https://www.instagram.com/weltladen_muenster/,weltladen_muenster,,51.951118,7.62526,a,,1,1,71,94,165,71,0.039532,0.694878,0.272792,5350,0.191167,4,0.414057,0.455231,3359.810142,71,94,165,0,464
https://www.instagram.com/hansbank/,hansbank,,,,a,,1,4,14,16,30,14,0.007795,0.694878,0.234507,733,0.026192,5,0.280957,0.300347,38.876933,14,16,30,0,464
https://www.instagram.com/antennemuenster/,antennemuenster,,,,a,,1,0,293,59,352,294,0.163697,0.694878,0.332901,22317,0.797434,4,0.387491,0.419992,4221.778421,293,59,352,0,464
https://www.instagram.com/umweltfragen/,umweltfragen,,,,a,,1,1,5,5,10,5,0.002784,0.694878,0.240824,540,0.019295,6,0.237718,0.248273,15.950234,5,5,10,0,464
https://www.instagram.com/urbanizers_de/,urbanizers_de,,,,a,,1,4,26,39,65,26,0.014477,0.694878,0.238375,920,0.032874,5,0.352583,0.382956,2465.14791,26,39,65,0,464
https://www.instagram.com/tedxmuenster/,tedxmuenster,,,,a,,1,0,33,35,68,33,0.018374,0.694878,0.274346,4682,0.167298,4,0.396364,0.424707,285.898874,33,35,68,0,464
https://www.instagram.com/ilovemuenster/,ilovemuenster,,51.965294,7.622167,a,,1,0,89,31,120,89,0.049555,0.694878,0.283679,9058,0.323662,4,0.374276,0.401082,363.053324,89,31,120,0,464
https://www.instagram.com/resetmuenster/,resetmuenster,,,,a,,1,2,116,143,259,116,0.064588,0.694878,0.291498,9140,0.326592,4,0.453906,0.498908,6136.128243,116,143,259,0,464
https://www.instagram.com/salamkitchenmunster/,salamkitchenmunster,,51.956506,7.64233,a,,1,0,107,60,167,107,0.059577,0.694878,0.299968,10792,0.385621,4,0.43884,0.469377,1815.72682,107,60,167,0,464
https://www.instagram.com/nordfunken/,nordfunken,,,,a,,1,1,5,3,8,5,0.002784,0.694878,0.240091,560,0.02001,5,0.308073,0.322801,29.43574,5,3,8,0,464
https://www.instagram.com/muensterjovelland/,muensterjovelland,,,,a,,1,0,33,180,213,33,0.018374,0.694878,0.263749,3511,0.125456,3,0.473491,0.517074,1828.367652,33,180,213,0,464
https://www.instagram.com/cu_office_berlin/,cu_office_berlin,,52.548192,13.35283,a,,1,1,4,21,25,4,0.002227,0.694878,0.230886,366,0.013078,5,0.351549,0.377616,243.778099,4,21,25,0,464
https://www.instagram.com/generator_projekt/,generator_projekt,,,,a,,1,4,11,6,17,11,0.006125,0.694878,0.234317,546,0.01951,6,0.265329,0.279968,8.441532,11,6,17,0,464
https://www.instagram.com/kita_regenbogenkinder/,kita_regenbogenkinder,,51.97011,7.63549,a,,1,0,12,48,60,12,0.006682,0.694878,0.270411,1863,0.066569,4,0.396084,0.426941,277.752417,12,48,60,0,464
https://www.instagram.com/nachhaltigkeitsbuero.lhh/,nachhaltigkeitsbuero.lhh,,,,a,,1,4,12,7,19,12,0.006682,0.694878,0.232995,541,0.019331,6,0.267698,0.28383,14.004492,12,7,19,0,464
https://www.instagram.com/gucc.de/,gucc.de,,51.95218,7.641411,a,,1,0,37,25,62,37,0.020601,0.694878,0.270748,3028,0.108197,4,0.365716,0.392098,519.197901,37,25,62,0,464
https://www.instagram.com/dageht_nochwas/,dageht_nochwas,,,,a,,1,1,24,45,69,24,0.013363,0.694878,0.258097,1770,0.063246,4,0.388388,0.421481,1041.159781,24,45,69,0,464
https://www.instagram.com/rvm1882/,rvm1882,,51.953719,7.653221,a,,1,0,8,1,9,8,0.004454,0.694878,0.257255,1309,0.046773,4,0.293891,0.305886,1.770892,8,1,9,0,464
https://www.instagram.com/kampflimmern/,kampflimmern,,51.944618,7.638683,a,,1,1,48,5,53,48,0.026726,0.694878,0.277951,5127,0.183199,5,0.32332,0.340153,29.051704,48,5,53,0,464
https://www.instagram.com/heinz_sommer_oa/,heinz_sommer_oa,,51.701421,7.801032,a,,1,2,101,329,430,101,0.056236,0.694878,0.283494,6261,0.223719,3,0.497924,0.563927,25408.449372,101,329,430,0,464
https://www.instagram.com/nebenan.de_stiftung/,nebenan.de_stiftung,,52.505965,13.429936,a,,1,1,22,21,43,22,0.012249,0.694878,0.246927,955,0.034124,4,0.363184,0.388575,4990.60915,22,21,43,0,464
https://www.instagram.com/farbkueche/,farbkueche,,50.985304,12.434192,a,,1,4,6,22,28,6,0.003341,0.694878,0.232308,466,0.016651,5,0.352954,0.379978,70.246519,6,22,28,0,464
https://www.instagram.com/greenpeace.de/,greenpeace.de,,,,a,,1,1,97,14,111,99,0.055122,0.694878,0.304604,4203,0.150182,5,0.278487,0.294878,2544.48464,97,14,111,0,464
https://www.instagram.com/platzprojekt/,platzprojekt,,,,a,,1,4,46,46,92,46,0.025612,0.694878,0.248483,1372,0.049025,5,0.353846,0.386053,6487.913895,46,46,92,0,464
https://www.instagram.com/leo16kollektiv/,leo16kollektiv,,51.956027,7.632486,a,,1,1,93,134,227,93,0.051782,0.694878,0.281104,6208,0.221825,4,0.443125,0.489577,4488.16945,93,134,227,0,464
https://www.instagram.com/esgeht_los/,esgeht_los,,,,a,,1,1,2,9,11,2,0.001114,0.694878,0.230518,340,0.012149,5,0.348485,0.371491,1183.202351,2,9,11,0,464
https://www.instagram.com/menscheninmuenster/,menscheninmuenster,,51.971735,7.61072,a,,1,0,101,25,126,101,0.056236,0.694878,0.283401,9457,0.337919,4,0.369336,0.393141,192.874115,101,25,126,0,464
https://www.instagram.com/vollpension_wien/,vollpension_wien,,48.19766,16.365035,a,,1,,,,,1,0.000557,0.694878,0.230579,337,0.012042,,,,,,,,,
https://www.instagram.com/talbeteiligung/,talbeteiligung,,,,a,,1,4,7,5,12,7,0.003898,0.694878,0.236554,427,0.015258,5,0.28228,0.292317,774.261359,7,5,12,0,464
https://www.instagram.com/metzer58.band/,metzer58.band,,,,a,,1,2,30,34,64,30,0.016704,0.694878,0.261128,2342,0.083685,4,0.40585,0.438307,462.767702,30,34,64,0,464
https://www.instagram.com/waldameisen/,waldameisen,,,,a,,1,1,2,1,3,2,0.001114,0.694878,0.232682,347,0.012399,6,0.222266,0.230296,0,2,1,3,0,464
https://www.instagram.com/vamosmuenster/,vamosmuenster,,51.956472,7.632438,a,,1,1,94,187,281,94,0.052339,0.694878,0.283679,7026,0.251054,4,0.465097,0.515585,11011.185726,94,187,281,0,464
https://www.instagram.com/gobanyo/,gobanyo,,,,a,,1,1,15,17,32,15,0.008352,0.694878,0.250276,743,0.026549,5,0.302686,0.319764,1075.538487,15,17,32,0,464
https://www.instagram.com/doppeltund3fach/,doppeltund3fach,,,,a,,1,0,28,36,64,28,0.01559,0.694878,0.277063,2201,0.078646,4,0.399192,0.426444,6684.860604,28,36,64,0,464
https://www.instagram.com/theatercactus/,theatercactus,,51.973573,7.650596,a,,1,1,82,51,133,82,0.045657,0.694878,0.282478,6995,0.249946,4,0.399192,0.431954,683.536504,82,51,133,0,464
https://www.instagram.com/_citydecks_/,_citydecks_,,49.494963,8.456784,a,,1,4,5,9,14,5,0.002784,0.694878,0.232371,473,0.016901,5,0.347044,0.369674,113.946671,5,9,14,0,464
https://www.instagram.com/leezenkiepe_muenster/,leezenkiepe_muenster,,,,a,,1,0,95,55,150,95,0.052895,0.694878,0.279114,9127,0.326127,4,0.391375,0.422871,619.165263,95,55,150,0,464
https://www.instagram.com/mera.one/,mera.one,,,,a,,1,2,16,22,38,16,0.008909,0.694878,0.242779,1145,0.040913,4,0.340499,0.36217,130.114081,16,22,38,0,464
https://www.instagram.com/simyoga_muenster/,simyoga_muenster,,51.952457,7.632408,a,,1,1,2,7,9,2,0.001114,0.694878,0.231009,364,0.013007,5,0.314243,0.329383,116.528985,2,7,9,0,464
https://www.instagram.com/19siebenms/,19siebenms,,,,a,,1,0,39,15,54,39,0.021715,0.694878,0.277684,3315,0.118452,4,0.365477,0.385894,154.741155,39,15,54,0,464
https://www.instagram.com/nextzurich/,nextzurich,,,,a,,1,4,8,9,17,8,0.004454,0.694878,0.232558,546,0.01951,5,0.347475,0.37027,216.126421,8,9,17,0,464
https://www.instagram.com/muensterbandnetz.de/,muensterbandnetz.de,,,,a,,1,2,77,158,235,77,0.042873,0.694878,0.283865,5981,0.213714,4,0.448092,0.497866,9784.486538,77,158,235,0,464
https://www.instagram.com/platzwerk_/,platzwerk_,,51.258757,7.156984,a,,1,4,13,4,17,13,0.007238,0.694878,0.233875,565,0.020189,6,0.265245,0.279035,0.838679,13,4,17,0,464
https://www.instagram.com/agmuams/,agmuams,,,,a,,1,1,13,13,26,13,0.007238,0.694878,0.245877,1273,0.045487,4,0.404091,0.430911,62.940239,13,13,26,0,464
https://www.instagram.com/barrierenbrechen/,barrierenbrechen,,,,a,,1,1,7,1,8,7,0.003898,0.695434,0.235392,476,0.017009,1,1,1,0,7,1,8,0,387
https://www.instagram.com/fluter/,fluter,,,,a,,1,1,59,11,70,59,0.032851,0.694878,0.287155,2603,0.093011,5,0.266847,0.281894,3566.735702,59,11,70,0,464
https://www.instagram.com/kollektivplusx/,kollektivplusx,,,,a,,1,4,19,35,54,19,0.010579,0.694878,0.235526,825,0.029479,5,0.352657,0.38238,534.156233,19,35,54,0,464
https://www.instagram.com/neckarinsel_stuttgart/,neckarinsel_stuttgart,,48.778449,9.180013,a,,1,4,10,9,19,10,0.005568,0.694878,0.233058,542,0.019367,6,0.264618,0.280365,30.85323,10,9,19,0,464
https://www.instagram.com/raumstation/,raumstation,,,,a,,1,4,23,22,45,23,0.012806,0.694878,0.242304,1154,0.041235,5,0.319141,0.342277,355.155265,23,22,45,0,464
https://www.instagram.com/jungesgemuese_ms/,jungesgemuese_ms,,51.920923,7.603821,a,,1,0,28,32,60,28,0.01559,0.694878,0.269654,4203,0.150182,4,0.383684,0.406442,557.656392,28,32,60,0,464
https://www.instagram.com/litfilms_festival/,litfilms_festival,,,,a,,1,1,46,103,149,46,0.025612,0.694878,0.268402,4212,0.150504,4,0.429962,0.469228,1031.023304,46,103,149,0,464
https://www.instagram.com/muenstarity/,muenstarity,,,,a,,1,0,59,99,158,59,0.032851,0.694878,0.26999,5460,0.195098,4,0.403994,0.443965,3293.817083,59,99,158,0,464
https://www.instagram.com/muensterisstveggie/,muensterisstveggie,,,,a,,1,1,37,16,53,37,0.020601,0.694878,0.264473,3294,0.117702,4,0.379864,0.40535,202.640986,37,16,53,0,464
https://www.instagram.com/hansafloss/,hansafloss,,,,a,,1,1,53,99,152,53,0.02951,0.694878,0.277063,4514,0.161295,4,0.440567,0.479849,2896.980535,53,99,152,0,464
https://www.instagram.com/finne_brauerei/,finne_brauerei,,51.972761,7.628435,a,,1,0,252,183,435,252,0.140312,0.694878,0.327248,20740,0.741085,3,0.476582,0.519952,24112.308906,252,183,435,0,464
https://www.instagram.com/eulenundlerchen/,eulenundlerchen,,51.953305,7.640706,a,,1,0,144,79,223,144,0.080178,0.694878,0.29914,12559,0.44876,4,0.443008,0.475779,3036.298053,144,79,223,0,464
https://www.instagram.com/lieschenmueller.ms/,lieschenmueller.ms,,51.962272,7.63364,a,,1,2,127,91,218,127,0.070713,0.694878,0.288396,10592,0.378475,4,0.420697,0.460939,6775.751237,127,91,218,0,464
https://www.instagram.com/zuirama/,zuirama,,,,a,,1,2,5,27,32,5,0.002784,0.694878,0.212968,287,0.010255,5,0.338099,0.362875,77.159426,5,27,32,0,464
https://www.instagram.com/lars_likes_food/,lars_likes_food,,,,a,,1,0,4,2,6,4,0.002227,0.694878,0.229481,521,0.018616,4,0.329927,0.343508,0.283456,4,2,6,0,464
https://www.instagram.com/herrhasekaffee/,herrhasekaffee,,51.869061,7.593806,a,,1,0,133,100,233,133,0.074053,0.694878,0.295672,11994,0.428571,4,0.409712,0.447439,5630.089496,133,100,233,0,464
https://www.instagram.com/foodlovers_muenster/,foodlovers_muenster,,51.450646,7.219412,a,,1,0,85,88,173,85,0.047327,0.694878,0.272279,7953,0.284178,4,0.403606,0.442823,1099.436553,85,88,173,0,464
https://www.instagram.com/munsterfoodguide/,munsterfoodguide,,,,a,,1,0,63,111,174,63,0.035078,0.694878,0.263349,5916,0.211391,4,0.428863,0.470717,729.972831,63,111,174,0,464
https://www.instagram.com/lokal_support_ms/,lokal_support_ms,,,,a,,1,0,61,137,198,61,0.033964,0.694878,0.270918,5877,0.209998,3,0.464069,0.50139,3032.170521,61,137,198,0,464
https://www.instagram.com/isegrim_ms/,isegrim_ms,,51.957149,7.633194,a,,1,0,72,55,127,72,0.040089,0.694878,0.271852,6992,0.249839,4,0.388478,0.418851,648.677185,72,55,127,0,464
https://www.instagram.com/amp_muenster/,amp_muenster,,51.9483,7.639964,a,,1,2,89,33,122,90,0.050111,0.694878,0.28461,7621,0.272315,4,0.387581,0.419198,2664.136917,89,33,122,0,464
https://www.instagram.com/frames.rec/,frames.rec,,,,a,,1,2,14,2,16,14,0.007795,0.694878,0.238637,1009,0.036054,4,0.311966,0.324499,12.105203,14,2,16,0,464
https://www.instagram.com/quizligamuenster/,quizligamuenster,,,,a,,1,0,13,5,18,13,0.007238,0.694878,0.236619,900,0.032159,4,0.332475,0.347975,13.442351,13,5,18,0,464
https://www.instagram.com/mslebtspeckbrett/,mslebtspeckbrett,,,,a,,1,0,14,23,37,14,0.007795,0.694878,0.244009,1217,0.043486,4,0.373111,0.397012,49.728732,14,23,37,0,464
https://www.instagram.com/artmeetseducation/,artmeetseducation,,52.390479,13.282437,a,,1,2,28,11,39,28,0.01559,0.694878,0.258405,1694,0.06053,4,0.345615,0.365446,520.290278,28,11,39,0,464
https://www.instagram.com/muenstermusik/,muenstermusik,,47.662942,9.176346,a,,1,0,86,83,169,86,0.047884,0.694878,0.286585,9027,0.322554,4,0.417974,0.455827,2289.033515,86,83,169,0,464
https://www.instagram.com/fh_muenster/,fh_muenster,,,,a,,1,0,207,86,293,207,0.115256,0.694878,0.307629,17574,0.627957,4,0.404481,0.443319,14534.05441,207,86,293,0,464
https://www.instagram.com/dj_spoeki/,dj_spoeki,,,,a,,1,2,22,49,71,22,0.012249,0.694878,0.229663,1053,0.037626,4,0.375363,0.411207,104.037364,22,49,71,0,464
https://www.instagram.com/radioqinternational/,radioqinternational,,,,a,,1,1,2,8,10,2,0.001114,0.694878,0.225366,360,0.012864,4,0.369661,0.396863,0.350115,2,8,10,0,464
https://www.instagram.com/don_schwamm/,don_schwamm,,,,a,,1,2,13,34,47,13,0.007238,0.694878,0.23312,887,0.031694,4,0.373111,0.405896,86.320489,13,34,47,0,464
https://www.instagram.com/nelemakeh/,nelemakeh,,,,a,,1,2,27,74,101,27,0.015033,0.694878,0.243734,1725,0.061638,4,0.384915,0.424856,986.882512,27,74,101,0,464
https://www.instagram.com/beetschwester_ms/,beetschwester_ms,,51.965663,7.626414,a,,1,0,81,23,104,81,0.0451,0.694878,0.286396,7861,0.28089,4,0.370886,0.396565,863.239333,81,23,104,0,464
https://www.instagram.com/max.feist/,max.feist,,,,a,,1,2,7,36,43,7,0.003898,0.694878,0.232745,582,0.020796,4,0.397021,0.429621,417.246478,7,36,43,0,464
