Id,Label,timeset,lat,lng,kind of node,cityquartier,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,pr_rank,pr_rank_min-max-normalized
https://www.instagram.com/stadtwerkeduisburg/,stadtwerkeduisburg,,,,a,DuisburgRuhrort,3,4,0.465995,0.531982,118.673737,19,30,49,19,30,49,19,0.090047,0.810427,0.364692,411.492498,0.194949
https://www.instagram.com/janine_w_93/,janine_w_93,,,,a,DuisburgRuhrort,0,4,0.328597,0.354054,9.554251,5,6,11,5,6,11,5,0.023697,0.810427,0.234093,51.452869,0.024376
https://www.instagram.com/merdehappens/,merdehappens,,,,a,DuisburgRuhrort,0,3,0.454545,0.488288,1023.058151,11,12,23,11,12,23,11,0.052133,0.810427,0.310029,154.160667,0.073035
https://www.instagram.com/noahwarwelmusic/,noahwarwelmusic,,,,a,DuisburgRuhrort,0,4,0.333935,0.361261,8.020348,8,6,14,8,6,14,8,0.037915,0.810427,0.243984,102.891109,0.048746
https://www.instagram.com/cor_scher/,cor_sche,,51.485292,7.214392,a,DuisburgRuhrort,2,4,0.492021,0.570721,38.227927,7,40,47,7,40,47,7,0.033175,0.810427,0.302583,207.87059,0.098481
https://www.instagram.com/frank_schwarz_gastro_group/,frank_schwarz_gastro_grou,,51.440387,6.753894,a,DuisburgRuhrort,3,4,0.478036,0.540541,211.760565,14,30,44,14,30,44,14,0.066351,0.810427,0.332333,257.23131,0.121866
https://www.instagram.com/ingenhammshof/,ingenhammshof,,,,a,DuisburgRuhrort,3,5,0.372233,0.418108,0.801847,8,10,18,8,10,18,8,0.037915,0.810427,0.345593,154.40157,0.073149
https://www.instagram.com/criticalmass.duisburg/,criticalmass.duisburg,,,,a,DuisburgRuhrort,2,4,0.504087,0.580631,41.114048,8,42,50,8,42,50,8,0.037915,0.810427,0.323037,102.864401,0.048733
https://www.instagram.com/kentcoda/,kentcoda,,,,a,DuisburgRuhrort,0,6,0.233586,0.246847,0,3,1,4,3,1,4,3,0.014218,0.810427,0.21893,51.547404,0.024421
https://www.instagram.com/danefaecph/,danefaecph,,,,a,DuisburgRuhrort,4,2,0.75,0.833333,19.128361,3,2,5,3,2,5,3,0.014218,0.829384,0.288553,51.434731,0.024368
https://www.instagram.com/einfach_brendel/,einfach_brende,,51.436726,6.770281,a,DuisburgRuhrort,2,0,0,0,0,12,0,12,12,0,12,12,0.056872,0.815166,0.331462,310.753438,0.147223
https://www.instagram.com/rheinischepost/,rheinischepost,,,,a,DuisburgRuhrort,3,0,0,0,0,14,0,14,14,0,14,14,0.066351,0.815166,0.36897,359.985586,0.170547
https://www.instagram.com/ruhrorterhafenkids/,ruhrorterhafenkid,,51.456282,6.731138,a,DuisburgRuhrort,0,0,0,0,0,3,0,3,3,0,3,3,0.014218,0.815166,0.308829,51.454423,0.024377
https://www.instagram.com/steinhofduisburgeventlocation/,steinhofduisburgeventlocatio,,51.362594,6.750271,a,DuisburgRuhrort,3,4,0.476804,0.541892,124.335347,12,31,43,12,31,43,12,0.056872,0.810427,0.349957,257.220637,0.121861
https://www.instagram.com/heimathaeppchen/,heimathaeppchen,,,,a,DuisburgRuhrort,1,5,0.332734,0.368468,236.705757,7,8,15,7,8,15,7,0.033175,0.810427,0.332333,102.912149,0.048756
https://www.instagram.com/fakt.ag/,fakt.a,,51.443608,7.033625,a,DuisburgRuhrort,,,,,,1,1,2,1,1,2,1,0.004739,0.810427,0.224244,51.451583,0.024376
https://www.instagram.com/espresso.perfetto.germany/,espresso.perfetto.germany,,,,a,DuisburgRuhrort,2,0,0,0,0,2,0,2,2,0,2,2,0.009479,0.815166,0.287313,102.867791,0.048735
https://www.instagram.com/hochzeitslocation.de/,hochzeitslocation.de,,,,a,DuisburgRuhrort,5,4,0.432243,0.472973,202.096459,6,13,19,6,13,19,6,0.028436,0.810427,0.276613,257.167765,0.121836
https://www.instagram.com/frau.laduck/,,,,,,,2,4,0.402174,0.435135,1.038252,3,3,6,3,3,6,3,0.014218,0.810427,0.28515,102.869701,0.048736
https://www.instagram.com/spelunken_spektakel/,spelunken_spektakel,,,,a,DuisburgRuhrort,0,4,0.384615,0.458559,1263.804533,6,30,36,6,30,36,6,0.028436,0.810427,0.257589,154.224821,0.073066
https://www.instagram.com/benjaminbergenfotografie/,benjaminbergenfotografi,,47.596294,7.654278,a,DuisburgRuhrort,,,,,,1,0,1,1,0,1,1,0.004739,0.815166,0.226143,51.451583,0.024376
https://www.instagram.com/deinhochzeitsplaner/,deinhochzeitsplaner,,,,a,DuisburgRuhrort,,,,,,1,0,1,1,0,1,1,0.004739,0.815166,0.226143,51.451583,0.024376
https://www.instagram.com/die_hochzeitsplaner/,die_hochzeitsplaner,,,,a,DuisburgRuhrort,5,0,0,0,0,2,0,2,2,0,2,2,0.009479,0.815166,0.230606,51.451583,0.024376
https://www.instagram.com/die.hochzeitsplaner/,,,,,,,5,0,0,0,0,2,0,2,2,0,2,2,0.009479,0.815166,0.230606,51.451583,0.024376
https://www.instagram.com/enderulupinar/,enderulupina,,51.524673,7.021936,a,DuisburgRuhrort,5,0,0,0,0,2,0,2,2,0,2,2,0.009479,0.815166,0.227981,51.451583,0.024376
https://www.instagram.com/hochzeitsfeen/,hochzeitsfee,,47.494459,9.720269,a,DuisburgRuhrort,,,,,,1,0,1,1,0,1,1,0.004739,0.815166,0.226143,51.451583,0.024376
https://www.instagram.com/hochzeitsplaner_/,hochzeitsplaner_,,,,a,DuisburgRuhrort,,,,,,1,0,1,1,0,1,1,0.004739,0.815166,0.226143,51.451583,0.024376
https://www.instagram.com/hochzeitssaal_finder/,hochzeitssaal_finder,,,,a,DuisburgRuhrort,,,,,,1,0,1,1,0,1,1,0.004739,0.815166,0.226143,51.451583,0.024376
https://www.instagram.com/jenni_summergirl/,jenni_summergirl,,,,a,DuisburgRuhrort,5,4,0.333935,0.354955,20.847048,2,4,6,2,4,6,2,0.009479,0.810427,0.24747,51.451583,0.024376
